IndID,polycode,value,label
Crime_dep,E01025602,10,LSOA: E01025602<br/>Rank: 31949 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Crime_dep,E01025603,10,LSOA: E01025603<br/>Rank: 29656 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Crime_dep,E01025604,6,LSOA: E01025604<br/>Rank: 16913 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Crime_dep,E01025605,3,LSOA: E01025605<br/>Rank: 7242 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Crime_dep,E01025606,3,LSOA: E01025606<br/>Rank: 9780 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Crime_dep,E01025607,5,LSOA: E01025607<br/>Rank: 13397 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Crime_dep,E01025608,5,LSOA: E01025608<br/>Rank: 15994 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Crime_dep,E01025609,9,LSOA: E01025609<br/>Rank: 28888 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012662,4,LSOA: E01012662<br/>Rank: 10020 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012663,4,LSOA: E01012663<br/>Rank: 10531 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012664,4,LSOA: E01012664<br/>Rank: 10145 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012665,3,LSOA: E01012665<br/>Rank: 9311 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012666,3,LSOA: E01012666<br/>Rank: 9809 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012667,7,LSOA: E01012667<br/>Rank: 20592 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012668,4,LSOA: E01012668<br/>Rank: 12381 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012669,5,LSOA: E01012669<br/>Rank: 13706 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012670,1,LSOA: E01012670<br/>Rank: 335 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012671,1,LSOA: E01012671<br/>Rank: 123 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012672,1,LSOA: E01012672<br/>Rank: 205 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012673,1,LSOA: E01012673<br/>Rank: 38 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012674,1,LSOA: E01012674<br/>Rank: 1103 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012675,1,LSOA: E01012675<br/>Rank: 640 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012676,4,LSOA: E01012676<br/>Rank: 11433 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012677,4,LSOA: E01012677<br/>Rank: 11366 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012678,1,LSOA: E01012678<br/>Rank: 165 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012679,1,LSOA: E01012679<br/>Rank: 353 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012680,1,LSOA: E01012680<br/>Rank: 2316 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012681,1,LSOA: E01012681<br/>Rank: 247 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012682,1,LSOA: E01012682<br/>Rank: 448 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012683,1,LSOA: E01012683<br/>Rank: 2324 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012684,1,LSOA: E01012684<br/>Rank: 1962 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012685,3,LSOA: E01012685<br/>Rank: 6649 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012686,1,LSOA: E01012686<br/>Rank: 693 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012687,1,LSOA: E01012687<br/>Rank: 376 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012688,2,LSOA: E01012688<br/>Rank: 5700 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012689,3,LSOA: E01012689<br/>Rank: 7117 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012690,4,LSOA: E01012690<br/>Rank: 12476 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012691,3,LSOA: E01012691<br/>Rank: 7290 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012692,3,LSOA: E01012692<br/>Rank: 8958 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012693,4,LSOA: E01012693<br/>Rank: 10211 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012694,2,LSOA: E01012694<br/>Rank: 6294 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012695,2,LSOA: E01012695<br/>Rank: 3918 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012696,2,LSOA: E01012696<br/>Rank: 4777 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012697,3,LSOA: E01012697<br/>Rank: 6843 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012698,1,LSOA: E01012698<br/>Rank: 727 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012699,3,LSOA: E01012699<br/>Rank: 7026 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012700,4,LSOA: E01012700<br/>Rank: 12462 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012701,4,LSOA: E01012701<br/>Rank: 10001 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012702,2,LSOA: E01012702<br/>Rank: 6160 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012703,5,LSOA: E01012703<br/>Rank: 13209 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012704,2,LSOA: E01012704<br/>Rank: 5344 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012705,2,LSOA: E01012705<br/>Rank: 4098 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012706,5,LSOA: E01012706<br/>Rank: 15850 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012707,3,LSOA: E01012707<br/>Rank: 7206 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012708,5,LSOA: E01012708<br/>Rank: 14291 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012709,3,LSOA: E01012709<br/>Rank: 6701 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012710,7,LSOA: E01012710<br/>Rank: 21205 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012711,2,LSOA: E01012711<br/>Rank: 6460 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012712,5,LSOA: E01012712<br/>Rank: 14607 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012713,4,LSOA: E01012713<br/>Rank: 12289 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012714,5,LSOA: E01012714<br/>Rank: 13220 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012715,5,LSOA: E01012715<br/>Rank: 13688 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012716,5,LSOA: E01012716<br/>Rank: 13247 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012717,8,LSOA: E01012717<br/>Rank: 25058 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012718,7,LSOA: E01012718<br/>Rank: 21044 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012719,6,LSOA: E01012719<br/>Rank: 18193 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012720,1,LSOA: E01012720<br/>Rank: 495 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012721,1,LSOA: E01012721<br/>Rank: 273 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012722,7,LSOA: E01012722<br/>Rank: 21268 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012723,6,LSOA: E01012723<br/>Rank: 17586 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012724,1,LSOA: E01012724<br/>Rank: 1214 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012725,4,LSOA: E01012725<br/>Rank: 12644 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012726,4,LSOA: E01012726<br/>Rank: 9916 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012727,6,LSOA: E01012727<br/>Rank: 17725 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012728,3,LSOA: E01012728<br/>Rank: 7858 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012729,2,LSOA: E01012729<br/>Rank: 6041 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012730,4,LSOA: E01012730<br/>Rank: 12145 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012731,3,LSOA: E01012731<br/>Rank: 6625 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012732,3,LSOA: E01012732<br/>Rank: 8030 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012733,2,LSOA: E01012733<br/>Rank: 4945 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012734,5,LSOA: E01012734<br/>Rank: 13695 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012735,2,LSOA: E01012735<br/>Rank: 5349 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012736,2,LSOA: E01012736<br/>Rank: 4850 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012737,1,LSOA: E01012737<br/>Rank: 740 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012738,1,LSOA: E01012738<br/>Rank: 1129 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012739,2,LSOA: E01012739<br/>Rank: 3809 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012740,6,LSOA: E01012740<br/>Rank: 17170 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012741,4,LSOA: E01012741<br/>Rank: 12467 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012742,3,LSOA: E01012742<br/>Rank: 8200 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012743,1,LSOA: E01012743<br/>Rank: 2349 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012744,1,LSOA: E01012744<br/>Rank: 2570 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012745,2,LSOA: E01012745<br/>Rank: 4143 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012746,2,LSOA: E01012746<br/>Rank: 4567 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012747,8,LSOA: E01012747<br/>Rank: 23489 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012748,2,LSOA: E01012748<br/>Rank: 5203 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012749,3,LSOA: E01012749<br/>Rank: 7912 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012750,3,LSOA: E01012750<br/>Rank: 9020 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012751,1,LSOA: E01012751<br/>Rank: 523 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012752,3,LSOA: E01012752<br/>Rank: 7816 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012753,6,LSOA: E01012753<br/>Rank: 16756 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012754,2,LSOA: E01012754<br/>Rank: 5437 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01012755,4,LSOA: E01012755<br/>Rank: 12555 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024981,10,LSOA: E01024981<br/>Rank: 32072 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024982,10,LSOA: E01024982<br/>Rank: 29605 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024983,10,LSOA: E01024983<br/>Rank: 30173 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024984,8,LSOA: E01024984<br/>Rank: 23847 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024985,9,LSOA: E01024985<br/>Rank: 27047 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024986,8,LSOA: E01024986<br/>Rank: 23707 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024987,3,LSOA: E01024987<br/>Rank: 7807 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024988,7,LSOA: E01024988<br/>Rank: 19941 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024989,7,LSOA: E01024989<br/>Rank: 20396 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024990,9,LSOA: E01024990<br/>Rank: 29427 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024991,8,LSOA: E01024991<br/>Rank: 25291 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024992,9,LSOA: E01024992<br/>Rank: 28148 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024993,9,LSOA: E01024993<br/>Rank: 28871 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024994,10,LSOA: E01024994<br/>Rank: 30276 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024995,10,LSOA: E01024995<br/>Rank: 30442 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024996,7,LSOA: E01024996<br/>Rank: 21387 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024997,8,LSOA: E01024997<br/>Rank: 25668 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024998,3,LSOA: E01024998<br/>Rank: 9588 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01024999,7,LSOA: E01024999<br/>Rank: 21589 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025000,7,LSOA: E01025000<br/>Rank: 22190 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025001,4,LSOA: E01025001<br/>Rank: 12168 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025002,6,LSOA: E01025002<br/>Rank: 16532 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025003,8,LSOA: E01025003<br/>Rank: 26036 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025004,6,LSOA: E01025004<br/>Rank: 19324 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025005,7,LSOA: E01025005<br/>Rank: 22669 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025006,2,LSOA: E01025006<br/>Rank: 5288 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025007,8,LSOA: E01025007<br/>Rank: 25782 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025008,8,LSOA: E01025008<br/>Rank: 24804 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025009,3,LSOA: E01025009<br/>Rank: 7946 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025010,6,LSOA: E01025010<br/>Rank: 17069 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025011,2,LSOA: E01025011<br/>Rank: 5415 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025012,7,LSOA: E01025012<br/>Rank: 21234 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025013,3,LSOA: E01025013<br/>Rank: 7285 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025014,7,LSOA: E01025014<br/>Rank: 20042 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025015,7,LSOA: E01025015<br/>Rank: 21832 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025016,9,LSOA: E01025016<br/>Rank: 28998 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025017,7,LSOA: E01025017<br/>Rank: 22419 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025018,8,LSOA: E01025018<br/>Rank: 23596 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025019,9,LSOA: E01025019<br/>Rank: 29304 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025020,6,LSOA: E01025020<br/>Rank: 18276 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025021,9,LSOA: E01025021<br/>Rank: 27555 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025022,7,LSOA: E01025022<br/>Rank: 22623 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025023,9,LSOA: E01025023<br/>Rank: 26543 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025024,5,LSOA: E01025024<br/>Rank: 16095 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025025,5,LSOA: E01025025<br/>Rank: 13578 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025026,8,LSOA: E01025026<br/>Rank: 24469 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025027,6,LSOA: E01025027<br/>Rank: 17075 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025028,7,LSOA: E01025028<br/>Rank: 20302 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025029,7,LSOA: E01025029<br/>Rank: 20602 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025030,3,LSOA: E01025030<br/>Rank: 7530 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025031,6,LSOA: E01025031<br/>Rank: 18528 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025541,5,LSOA: E01025541<br/>Rank: 15816 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025542,8,LSOA: E01025542<br/>Rank: 24187 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025543,5,LSOA: E01025543<br/>Rank: 13897 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025544,5,LSOA: E01025544<br/>Rank: 15115 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025545,9,LSOA: E01025545<br/>Rank: 27635 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025546,8,LSOA: E01025546<br/>Rank: 25105 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025547,7,LSOA: E01025547<br/>Rank: 21397 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025548,8,LSOA: E01025548<br/>Rank: 25073 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025549,9,LSOA: E01025549<br/>Rank: 28103 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025550,7,LSOA: E01025550<br/>Rank: 20145 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025551,8,LSOA: E01025551<br/>Rank: 26235 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025552,9,LSOA: E01025552<br/>Rank: 28881 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025553,8,LSOA: E01025553<br/>Rank: 25932 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025554,3,LSOA: E01025554<br/>Rank: 8617 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025555,6,LSOA: E01025555<br/>Rank: 19225 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025556,4,LSOA: E01025556<br/>Rank: 12415 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025557,7,LSOA: E01025557<br/>Rank: 22004 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025558,9,LSOA: E01025558<br/>Rank: 29152 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025559,7,LSOA: E01025559<br/>Rank: 20169 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025560,8,LSOA: E01025560<br/>Rank: 25672 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025561,8,LSOA: E01025561<br/>Rank: 24728 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Educ_dep,E01025562,8,LSOA: E01025562<br/>Rank: 23896 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
